index,TID,breadcrumb,category_name,property_type,building_size,land_size,preferred_size,open_date,listing_agency,price,location_number,location_type,location_name,address,address_1,city,state,zip_code,phone,latitude,longitude,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
442,1351430,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,948m²,948m²,,Raine & Horne - Darwin,"Price Guide: $520,000 - $550,000",139261963,Buy,"Price Guide: $520,000 - $550,000","7 Greer Court, Driver, NT 0830",7 Greer Court,Driver,NT,830,08 8941 8941,,,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
443,1351431,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Real Estate Central - DARWIN CITY,"Offers Over $620,000",139259919,Buy,"Offers Over $620,000","15/148 Smith Street, Larrakeyah, NT 0820",15/148 Smith Street,Larrakeyah,NT,820,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
444,1351432,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,126m²,800m²,800m²,Under offer,Elders Real Estate - Palmerston,UNDER OFFER,139259135,Buy,UNDER OFFER,"44 Woodroffe Avenue, Woodroffe, NT 0830",44 Woodroffe Avenue,Woodroffe,NT,830,08 8931 5000,,,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
445,1351433,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,185m²,185m²,Under offer,Elders Real Estate - Darwin,UNDER CONTRACT,139258683,Buy,UNDER CONTRACT,"13/1 Michie Court, Bayview, NT 0820",13/1 Michie Court,Bayview,NT,820,08 8946 0500,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
446,1351434,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,139258399,Buy,UNDER CONTRACT,"214 Farrar Boulevard, Johnston, NT 0832",214 Farrar Boulevard,Johnston,NT,832,08 8943 3000,,,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
447,1351435,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,139255579,Buy,UNDER CONTRACT,"1/144 Casuarina Drive, Nightcliff, NT 0810",1/144 Casuarina Drive,Nightcliff,NT,810,08 8943 3000,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
448,1351436,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Under offer,Freedom Property - Australia,PROPERTY PREVIEW,139255079,Buy,PROPERTY PREVIEW,"4 Shortrede Court, Woodroffe, NT 0830",4 Shortrede Court,Woodroffe,NT,830,07 3999 8324,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
449,1351437,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,147m²,421m²,421m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,139254759,Buy,UNDER CONTRACT,"86 Sundew Circuit, Zuccoli, NT 0832",86 Sundew Circuit,Zuccoli,NT,832,08 8931 5000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
450,1351438,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,,"2,510m²",,,Abode Property Management Pty Ltd - PINELANDS,Expressions of Interest,139253139,Buy,Expressions of Interest,"5 Crowson Close, Durack, NT 0830",5 Crowson Close,Durack,NT,830,08 8932 7777,,,standard,0.0,1.0,0.0,2022-05-27 15:54:05
451,1351439,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,150m²,802m²,802m²,,Approved Real Estate (NT) - PALMERSTON CITY,"$550,000",139251103,Buy,"$550,000","6 Everest Court, Woodroffe, NT 0830",6 Everest Court,Woodroffe,NT,830,08 8931 2005,,,midtier,5.0,2.0,2.0,2022-05-27 15:54:05
452,1351440,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,612m²,612m²,,LJ Hooker Darwin -   ,"$1,490,000",139249015,Buy,"$1,490,000","23 Cullen Bay Crescent, Larrakeyah, NT 0820",23 Cullen Bay Crescent,Larrakeyah,NT,820,08 8924 0900,,,premiere,4.0,3.0,4.0,2022-05-27 15:54:05
453,1351441,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,"1,530m²","1,530m²",Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,139247999,Buy,UNDER CONTRACT,"2 Coucal Court, Leanyer, NT 0812",2 Coucal Court,Leanyer,NT,812,08 8943 3000,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
454,1351442,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Freedom Property - Australia,"$292,000",139246879,Buy,"$292,000","5/56 Kalymnos Drive, Karama, NT 0812",5/56 Kalymnos Drive,Karama,NT,812,07 3999 8324,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
455,1351443,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate NT by George Pikos - FANNIE BAY,Auction Action,139246323,Buy,Auction Action,"50 Crosby St, Zuccoli, NT 0832",50 Crosby St,Zuccoli,NT,832,08 8941 9959,,,premiere,3.0,2.0,4.0,2022-05-27 15:54:05
456,1351444,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,210m²,811m²,811m²,,Renee's Realty NT - DURACK,"$475,000",139245739,Buy,"$475,000","3 Rigel Court, Woodroffe, NT 0830",3 Rigel Court,Woodroffe,NT,830,0417 718 149,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
457,1351445,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Raine & Horne - Darwin,"Offers Over $399,000",139242627,Buy,"Offers Over $399,000","397/12 Salonika Street, Parap, NT 0820",397/12 Salonika Street,Parap,NT,820,08 8941 8941,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
458,1351446,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,857m²,857m²,,Raine & Horne - Darwin,"$520,000",139241971,Buy,"$520,000","16 Callie Court, Rosebery, NT 0832",16 Callie Court,Rosebery,NT,832,08 8941 8941,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
459,1351447,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,107m²,,107m²,,Raine & Horne - Darwin,"Offers over 295,000",139241767,Buy,"Offers over 295,000","7/19 Francis Street, Millner, NT 0810",7/19 Francis Street,Millner,NT,810,08 8941 8941,,,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
460,1351448,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,"1,110m²","1,110m²",,First National Real Estate O'Donoghues - Darwin,"Offers over $820,000",139240359,Buy,"Offers over $820,000","25 Henry Street, Stuart Park, NT 0820",25 Henry Street,Stuart Park,NT,820,08 8942 8942,,,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
461,1351449,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,352m²,352m²,,First National Real Estate O'Donoghues - Darwin,"Offers over $460,000",139240011,Buy,"Offers over $460,000","2/10 Davis Court, Rosebery, NT 0832",2/10 Davis Court,Rosebery,NT,832,08 8942 8942,,,premiere,3.0,2.0,4.0,2022-05-27 15:54:05
462,1351450,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central - DARWIN CITY,"$449,000",139239155,Buy,"$449,000","15 Kintore Place, Gunn, NT 0832",15 Kintore Place,Gunn,NT,832,08 8943 3000,,,premiere,3.0,2.0,1.0,2022-05-27 15:54:05
463,1351451,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,"1,038m²","1,038m²",,@realty - National Head Office Australia,"$220,000",139238999,Buy,"$220,000","16/57 Aralia Street, Nightcliff, NT 0810",16/57 Aralia Street,Nightcliff,NT,810,1300 299 377,,,standard,1.0,1.0,1.0,2022-05-27 15:54:05
464,1351452,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,283m²,632m²,632m²,Under offer,Call2View Real Estate - Palmerston,"$575,000",139238631,Buy,"$575,000","59 Phoenix Circuit, Durack, NT 0830",59 Phoenix Circuit,Durack,NT,830,08 8932 8858,,,premiere,3.0,2.0,4.0,2022-05-27 15:54:05
465,1351453,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,116m²,116m²,,Territory Real Estate - Darwin,"$329,000",139237099,Buy,"$329,000","4/16 Hakea Street, Nightcliff, NT 0810",4/16 Hakea Street,Nightcliff,NT,810,0889855678,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
466,1351454,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,798m²,798m²,Under offer,Call2View Real Estate - Palmerston,"$529,000",139236027,Buy,"$529,000","18 Tanami Court, Rosebery, NT 0832",18 Tanami Court,Rosebery,NT,832,08 8932 8858,,,premiere,4.0,2.0,3.0,2022-05-27 15:54:05
467,1351455,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,69m²,,69m²,,iProperty NT - Darwin,"$349,000",139234963,Buy,"$349,000","91/16 Hudson Fysh, Parap, NT 0820",91/16 Hudson Fysh,Parap,NT,820,0404 877 261,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
468,1351456,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Ray White - NIGHTCLIFF,"Offers Over $485,000",139233515,Buy,"Offers Over $485,000","1109/102 Esplanade, Darwin City, NT 0800",1109/102 Esplanade,Darwin City,NT,800,08 8982 2403,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
469,1351457,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,139m²,780m²,780m²,,@realty - National Head Office Australia,$389000,139233247,Buy,$389000,"7 Mahony Circuit, Driver, NT 0830",7 Mahony Circuit,Driver,NT,830,1300 299 377,,,standard,3.0,1.0,1.0,2022-05-27 15:54:05
470,1351458,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,836m²,836m²,836m²,Under offer,Ray White - NIGHTCLIFF,JUST LIKE THAT: UNDER CONTRACT PRIOR TO AUCTION,139233211,Buy,JUST LIKE THAT: UNDER CONTRACT PRIOR TO AUCTION,"13 Martina Street, Wanguri, NT 0810",13 Martina Street,Wanguri,NT,810,08 8982 2403,,,premiere,4.0,1.0,2.0,2022-05-27 15:54:05
471,1351459,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,51m²,,51m²,,Property Shop - Darwin,"$250,000",131091530,Buy,"$250,000","Unit 55/79 Mitchell Street, Darwin City, NT 0800",Unit 55/79 Mitchell Street,Darwin City,NT,800,08 8981 5000,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
472,1351460,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,233m²,680m²,680m²,Under offer,Smith Real Estate NT,"$695,000",139223083,Buy,"$695,000","12 Deane Crescent, Rosebery, NT 0832",12 Deane Crescent,Rosebery,NT,832,0417272077,,,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
473,1351461,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,144m²,"8,150m²","8,150m²",Under offer,Sale By Home Owner - Australia,"$735,000",700197387,Buy,"$735,000","15 Sittella Road, Howard Springs, NT 0835",15 Sittella Road,Howard Springs,NT,835,1300 609 392,,,standard,3.0,2.0,8.0,2022-05-27 15:54:05
474,1351462,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,557m²,557m²,Under offer,Active Realty - NT,"OFFERS OVER $760,000",139222055,Buy,"OFFERS OVER $760,000","8 Thorne street, Muirhead, NT 0810",8 Thorne street,Muirhead,NT,810,08 8985 19 28,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
475,1351463,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Alliance Realty - Larrakeyah,"$535,000",139221531,Buy,"$535,000","356/12 Salonika Street, Parap, NT 0820",356/12 Salonika Street,Parap,NT,820,08 8982 8282,,,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
476,1351464,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Alliance Realty - Larrakeyah,"$559,000",139221507,Buy,"$559,000","14 Haydon Street, Rosebery, NT 0832",14 Haydon Street,Rosebery,NT,832,08 8982 8282,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
477,1351465,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,742m²,742m²,,For Sale By Owner                                                                                   ,"$630,000",139219791,Buy,"$630,000","3 Termansen Street, Moil, NT 0810",3 Termansen Street,Moil,NT,810,1300 114 970,,,standard,3.0,1.0,4.0,2022-05-27 15:54:05
478,1351466,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,"2,170m²","2,170m²",Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,139217339,Buy,UNDER CONTRACT,"14 Orchard Road, Coconut Grove, NT 0810",14 Orchard Road,Coconut Grove,NT,810,08 8943 3000,,,premiere,6.0,2.0,6.0,2022-05-27 15:54:05
479,1351467,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,165m²,,165m²,,LJ Hooker Darwin -   ,"$429,000",139217143,Buy,"$429,000","8/8 Duke Street, Stuart Park, NT 0820",8/8 Duke Street,Stuart Park,NT,820,08 8924 0900,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
480,1351468,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,715m²,715m²,Under offer,LJ Hooker Darwin -   ,Openn Negotiation,139217011,Buy,Openn Negotiation,"14 Kilian Crescent, Jingili, NT 0810",14 Kilian Crescent,Jingili,NT,810,08 8924 0900,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
481,1351469,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Territory Real Estate - Darwin,"$300,000",139216431,Buy,"$300,000","5/9 Donaldson Court, Karama, NT 0812",5/9 Donaldson Court,Karama,NT,812,0889855678,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
482,1351470,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,135m²,,135m²,,Eview Group - Corporate,"Offers Over $300,000",139214835,Buy,"Offers Over $300,000","11/75 Aralia Street, Rapid Creek, NT 0810",11/75 Aralia Street,Rapid Creek,NT,810,03 8781 3888,,,standard,2.0,2.0,1.0,2022-05-27 15:54:05
483,1351471,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,95m²,,95m²,,Raine & Horne - Darwin,"Offers over $220,000",139212311,Buy,"Offers over $220,000","21/42-46 Calytrix Road, Karama, NT 0812",21/42-46 Calytrix Road,Karama,NT,812,08 8941 8941,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
484,1351472,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,,,,,Freedom Property - Australia,PROPERTY PREVIEW,139209443,Buy,PROPERTY PREVIEW,"7/4 Grassland Crescent, Leanyer, NT 0812",7/4 Grassland Crescent,Leanyer,NT,812,07 3999 8324,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
485,1351473,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,212m²,640m²,640m²,,Elders Real Estate - Palmerston,"$575,000",139208727,Buy,"$575,000","21 Nathan Court, Gunn, NT 0832",21 Nathan Court,Gunn,NT,832,08 8931 5000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
486,1351474,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,266m²,"1,030m²","1,030m²",,Renee's Realty NT - DURACK,"Offers over $799,000",139206727,Buy,"Offers over $799,000","160 Lind Road, Johnston, NT 0832",160 Lind Road,Johnston,NT,832,0417 718 149,,,premiere,4.0,2.0,10.0,2022-05-27 15:54:05
487,1351475,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,827m²,827m²,Under offer,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,"$480,000",139206483,Buy,"$480,000","34 Kestrel Circuit, Wulagi, NT 0812",34 Kestrel Circuit,Wulagi,NT,812,08 8945 9372,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
488,1351476,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,"$549,000",139203271,Buy,"$549,000","1006/102 Esplanade, Darwin City, NT 0800",1006/102 Esplanade,Darwin City,NT,800,08 8945 9372,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
489,1351477,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,48m²,,48m²,,Knight Frank (NT) - Darwin,"Offers over $299,000",139202891,Buy,"Offers over $299,000","18/110 Esplanade, Darwin City, NT 0800",18/110 Esplanade,Darwin City,NT,800,08 8982 2500,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
490,1351478,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,812m²,812m²,Under offer,@realty - National Head Office Australia,"$649,000",139202579,Buy,"$649,000","8 Juma Place, Rosebery, NT 0832",8 Juma Place,Rosebery,NT,832,1300 299 377,,,midtier,5.0,2.0,2.0,2022-05-27 15:54:05
491,1351479,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,8.09ha,8.09ha,,Elders Real Estate - Palmerston,"PRICE GUIDE $525,000",203306535,Buy,"PRICE GUIDE $525,000","620 Strangways Road, Humpty Doo, NT 0836",620 Strangways Road,Humpty Doo,NT,836,08 8931 5000,,,premiere,,,,2022-05-27 15:54:05
492,1351480,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,138m²,815m²,815m²,,Real Estate NT by George Pikos - FANNIE BAY,"$380,000",139202223,Buy,"$380,000","38 Zenith Crt, Woodroffe, NT 0830",38 Zenith Crt,Woodroffe,NT,830,08 8941 9959,,,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
493,1351481,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,146m²,,,Elaine Mills Property Management - COOLALINGA,"$395,000",139201043,Buy,"$395,000","122.21 Cavenagh St, Darwin City, NT 0800",122.21 Cavenagh St,Darwin City,NT,800,08 8983 1800,,,premiere,3.0,1.0,1.0,2022-05-27 15:54:05
494,1351482,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate NT by George Pikos - FANNIE BAY,Auction Action,139199523,Buy,Auction Action,"13 Vashon St, Leanyer, NT 0812",13 Vashon St,Leanyer,NT,812,08 8941 9959,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
495,1351483,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,651m²,651m²,,Knight Frank (NT) - Darwin,"$860,000",139198427,Buy,"$860,000","23 Garner Street, Berrimah, NT 0828",23 Garner Street,Berrimah,NT,828,08 8982 2500,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
496,1351484,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,782m²,782m²,,Eview Group - Corporate,"Accepting Offers Between $275,000 - $295,000",203306071,Buy,"Accepting Offers Between $275,000 - $295,000","53 Kakadu Parade, Gunn, NT 0832",53 Kakadu Parade,Gunn,NT,832,03 8781 3888,,,standard,,,,2022-05-27 15:54:05
497,1351485,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Raine & Horne - Darwin,UNDER CONTRACT,139196447,Buy,UNDER CONTRACT,"131/21 Cavenagh Street, Darwin City, NT 0800",131/21 Cavenagh Street,Darwin City,NT,800,08 8941 8941,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
498,1351486,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,127m²,127m²,Under offer,LJ Hooker Darwin -   ,"$475,000",139195495,Buy,"$475,000","11/12 Mclachlan Street, Darwin City, NT 0800",11/12 Mclachlan Street,Darwin City,NT,800,08 8924 0900,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
499,1351487,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,188m²,701m²,701m²,,For Sale By Owner                                                                                   ,"$485,000",139194391,Buy,"$485,000","10 Conway Street, Gunn, NT 0832",10 Conway Street,Gunn,NT,832,1300 114 970,,,standard,3.0,2.0,2.0,2022-05-27 15:54:05
500,1351488,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Villa,,307m²,307m²,,First National Real Estate O'Donoghues - Darwin,"Offers over $675,000",139194123,Buy,"Offers over $675,000","2/7 Damirrinda Street, Lyons, NT 0810",2/7 Damirrinda Street,Lyons,NT,810,08 8942 8942,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
501,1351489,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,800m²,800m²,,Call2View Real Estate - Palmerston,"$449,000",139193603,Buy,"$449,000","32 Bagshaw Crescent, Gray, NT 0830",32 Bagshaw Crescent,Gray,NT,830,08 8932 8858,,,premiere,4.0,1.0,4.0,2022-05-27 15:54:05
502,1351490,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,465m²,465m²,,Milgate Real Estate - Cullen Bay,"offers over $1,250,000",139189703,Buy,"offers over $1,250,000","4/130 East Pt Rd, Fannie Bay, NT 0820",4/130 East Pt Rd,Fannie Bay,NT,820,0404 222 219,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
503,1351491,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,625m²,625m²,,For Sale By Owner                                                                                   ,"$1,200,000",133161018,Buy,"$1,200,000","36 Jacksonia Circuit, Nightcliff, NT 0810",36 Jacksonia Circuit,Nightcliff,NT,810,1300 114 970,,,standard,3.0,2.0,2.0,2022-05-27 15:54:05
504,1351492,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,700m²,700m²,Under offer,HERON PROPERTY - DARWIN,"Offers over $850,000",139192751,Buy,"Offers over $850,000","36 Fanning Drive, Bayview, NT 0820",36 Fanning Drive,Bayview,NT,820,08 8992 9980,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
505,1351493,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,140m²,,140m²,,Top End Realty International - NIGHTCLIFF,Contact Agent,139179627,Buy,Contact Agent,"702/29 Daly Street, Darwin City, NT 0800",702/29 Daly Street,Darwin City,NT,800,08 8948 5607,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
506,1351494,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,177m²,177m²,,Approved Real Estate (NT) - PALMERSTON CITY,"$295,000",139190299,Buy,"$295,000","62/6 Wright Crescent, Gray, NT 0830",62/6 Wright Crescent,Gray,NT,830,08 8931 2005,,,standard,2.0,1.0,2.0,2022-05-27 15:54:05
507,1351495,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,,,,Real Estate Central - DARWIN CITY,"$349,000",139190219,Buy,"$349,000","1/9 Hickory Street, Nightcliff, NT 0810",1/9 Hickory Street,Nightcliff,NT,810,08 8943 3000,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
508,1351496,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,817m²,817m²,Under offer,Elders Real Estate - Darwin,UNDER OFFER,139190159,Buy,UNDER OFFER,"44 Freshwater Road, Jingili, NT 0810",44 Freshwater Road,Jingili,NT,810,08 8946 0500,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
509,1351497,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,173m²,173m²,,Elders Real Estate - Darwin,FASTRAK,139189227,Buy,FASTRAK,"8/3 Eden Street, Stuart Park, NT 0820",8/3 Eden Street,Stuart Park,NT,820,08 8946 0500,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
510,1351498,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,238m²,238m²,,Elders Real Estate - Darwin,FASTRAK,139189103,Buy,FASTRAK,"11/3 Eden Street, Stuart Park, NT 0820",11/3 Eden Street,Stuart Park,NT,820,08 8946 0500,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
511,1351499,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,139187619,Buy,UNDER CONTRACT,"2/10 Musgrave Crescent, Coconut Grove, NT 0810",2/10 Musgrave Crescent,Coconut Grove,NT,810,08 8943 3000,,,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
512,1351500,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,254m²,603m²,603m²,,Elders Real Estate - Palmerston,"PRICE GUIDE $735,000",139186383,Buy,"PRICE GUIDE $735,000","9 Katherine Close, Gunn, NT 0832",9 Katherine Close,Gunn,NT,832,08 8931 5000,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
513,1351501,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,356m²,356m²,356m²,,For Sale By Owner                                                                                   ,"$610,000",139186215,Buy,"$610,000","2/49 Bridge Street, Muirhead, NT 0810",2/49 Bridge Street,Muirhead,NT,810,1300 114 970,,,standard,4.0,2.0,1.0,2022-05-27 15:54:05
514,1351502,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,"4,008m²","4,008m²",,Intrapac - Mirawood,"$625,000",600031494,Buy,"$625,000","Lot 36, Boulter Road, Berrimah, NT 0828","Lot 36, Boulter Road",Berrimah,NT,828,03 9207 8000,,,premiere,,,,2022-05-27 15:54:05
515,1351503,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,803m²,803m²,,Intrapac - Mirawood,"$355,700",600031494,Buy,"$355,700","Lot 27, Boulter Road, Berrimah, NT 0828","Lot 27, Boulter Road",Berrimah,NT,828,03 9207 8000,,,premiere,,,,2022-05-27 15:54:05
516,1351504,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,803m²,803m²,,Intrapac - Mirawood,"$355,700",600031494,Buy,"$355,700","Lot 25, 1 Boulter Road, Berrimah, NT 0828","Lot 25, 1 Boulter Road",Berrimah,NT,828,03 9207 8000,,,premiere,,,,2022-05-27 15:54:05
517,1351505,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,818m²,818m²,,Intrapac - Mirawood,"$359,000",600031494,Buy,"$359,000","Lot 24, 1 Boulter Road, Berrimah, NT 0828","Lot 24, 1 Boulter Road",Berrimah,NT,828,03 9207 8000,,,premiere,,,,2022-05-27 15:54:05
